Symbol,Market_Cap,EBITDA_Margin,ROA,Debt_Equity,Sector,Sub_Industry,Regulatory_Risk,Contract_Risk,Debt_Risk,Execution_Complexity,IP_Dependence,Carveout_Flag
KRNY,369395872,0.0,-0.00896,,Financial Services,Banks - Regional,3,2,3,0,0,0
KROS,496478880,0.0,-0.26731002,3.3,Healthcare,Biotechnology,4,2,2,0,0,0
KRON,47415748,0.0,-0.23482999,28.431,Healthcare,Biotechnology,4,2,3,0,0,0
KRRO,121774032,0.0,-0.2565,27.906,Healthcare,Biotechnology,4,2,3,0,0,0
KRT,493498976,0.121120006,0.0887,57.257,Consumer Cyclical,Packaging & Containers,3,2,3,0,0,0
KRUS,615272832,0.03688,-0.0055,67.169,Consumer Cyclical,Restaurants,3,2,3,0,0,0
KRYS,4642527744,0.36371,0.06883,0.767,Healthcare,Biotechnology,4,2,1,0,0,0
KSCP,19875514,-2.46951,-0.74234,78.466,Industrials,Security & Protection Services,2,2,3,0,0,0
KTCC,24321894,0.0271,0.0050700004,90.094,Technology,Computer Hardware,2,2,3,0,0,0
KSPI,15843533824,0.76222,0.15711,8.749,Technology,Software - Infrastructure,2,3,3,0,1,0
KTOS,4860699136,0.06442,0.01148,21.578,Industrials,Aerospace & Defense,2,2,3,0,0,0
KTTA,4328416,0.0,-0.42228,,Healthcare,Biotechnology,4,2,3,0,0,0
KURA,454650656,0.0,-0.19973,4.012,Healthcare,Biotechnology,4,2,3,0,0,0
KVHI,96250680,0.0558,-0.02649,0.887,Technology,Communication Equipment,2,2,1,0,0,0
KWE,2407949,0.0,-0.74281996,5.352,Industrials,Aerospace & Defense,2,2,3,0,0,0
KZIA,4080740,0.0,-0.71629,,Healthcare,Biotechnology,4,2,3,0,0,0
KXIN,9310305,0.0,-0.25928,6.574,Consumer Cyclical,Auto & Truck Dealerships,3,2,3,0,0,0
LAB,416884576,-0.67588997,-0.18008,118.026,Healthcare,Medical Devices,4,2,3,0,0,0
LAES,270322944,-1.50815,-0.17122,11.399,Technology,Semiconductors,2,2,3,0,0,0
LAKE,149318000,0.03935,0.0088,36.766,Consumer Cyclical,Apparel Manufacturing,3,1,3,0,0,0
LANC,4994392064,0.15010999,0.11902001,,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
LAND,330004448,0.80358005,0.0145000005,85.56,Real Estate,REIT - Specialty,3,2,3,0,0,0
LARK,158491744,0.0,0.00829,,Financial Services,Banks - Regional,3,2,3,0,0,0
LASE,36420120,-1.07142,-0.18947001,2.607,Industrials,Specialty Industrial Machinery,2,2,2,0,0,0
LBGJ,22310122,-0.11642,-0.04257,252.505,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
LCNB,193539856,0.0,0.00587,,Financial Services,Banks - Regional,3,2,3,0,0,0
LCUT,89316488,0.07534,0.02799,108.914,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
LCFY,5044957,-0.42428002,-0.18381001,13.955,Communication Services,Internet Content & Information,3,2,3,0,0,0
LCID,7639379968,0.0,-0.20653,47.884,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
LDTC,16164388,0.0,-0.40847,,Technology,Software - Application,2,3,3,0,1,0
LECO,9912809472,0.19773,0.12765001,86.675,Industrials,Tools & Accessories,2,2,3,0,0,0
LEDS,14423480,-0.45306998,-0.14781,293.165,Technology,Semiconductors,2,2,3,0,0,0
LE,273876960,0.06905,0.04782,109.701,Consumer Cyclical,Apparel Retail,3,1,3,0,0,0
LDWY,6478682,0.04994,-0.00369,476.476,Communication Services,Advertising Agencies,3,2,3,0,0,0
LEE,54542184,0.070760004,0.01487,,Communication Services,Publishing,3,2,3,0,0,0
LENZ,510649088,0.0,-0.25645,0.677,Healthcare,Biotechnology,4,2,1,0,0,0
LEGN,5744540672,-0.46918,-0.1084,33.694,Healthcare,Biotechnology,4,2,3,0,0,0
LEGH,569212544,0.3557,0.07639,0.283,Consumer Cyclical,Residential Construction,3,2,1,0,0,0
LESL,105949856,0.07224,0.04019,,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
LFMD,222026832,-0.069070004,-0.15412,,Healthcare,Health Information Services,4,2,3,0,0,0
LFST,2603403520,0.03364,-0.00853,33.547,Healthcare,Medical Care Facilities,4,2,3,0,0,0
LFWD,14776117,-0.63558,-0.2689,4.669,Healthcare,Medical Devices,4,2,3,0,0,0
LGCB,5913600,0.00101,-0.0041,41.844,Consumer Cyclical,Internet Retail,3,1,3,0,0,0
LFUS,3774184704,0.18152,0.04235,38.555,Technology,Electronic Components,2,2,3,0,0,0
LFVN,173458960,0.06668,0.10329001,42.721,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
LGHL,1463662,0.0,-0.19898,43.857,Financial Services,Capital Markets,3,2,3,0,0,0
LGCL,27813486,0.03435,0.05037,25.615,Technology,Software - Application,2,3,3,0,1,0
LGIH,1327317504,0.09956,0.03771,72.984,Consumer Cyclical,Residential Construction,3,2,3,0,0,0
LGND,1950379520,0.34858,0.01664,0.861,Healthcare,Biotechnology,4,2,1,0,0,0
LGMK,569529,-0.68614995,-0.30694,0.425,Healthcare,Health Information Services,4,2,1,0,0,0
LGO,89699512,-0.01322,-0.05274,53.893,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
LGTY,507446464,0.076680005,0.0124,,Technology,Software - Application,2,3,3,0,1,0
LI,23653529600,0.061079998,0.02869,22.917,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
LGVN,20193166,0.0,-0.54874,6.611,Healthcare,Biotechnology,4,2,3,0,0,0
LICN,2025184,0.28012,0.10783,0.118,Industrials,Specialty Business Services,2,2,1,0,0,0
LIF,2564168960,0.00526,-0.01281,0.202,Technology,Software - Application,2,3,1,0,1,0
LIEN,246232112,0.0,0.04644,,Financial Services,Asset Management,3,2,3,0,0,0
LIN,204241240064,0.38384998,0.06903,57.255,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
LILA,1021818816,0.33585998,0.02503,532.866,Communication Services,Telecom Services,3,2,3,0,0,0
LINC,530759008,0.0624,0.02319,99.606,Consumer Defensive,Education & Training Services,3,2,3,0,0,0
LINE,13153748992,0.20392999,0.00709,75.779,Real Estate,REIT - Industrial,3,2,3,0,0,0
LIND,438874656,0.1238,0.01994,,Consumer Cyclical,Travel Services,3,2,3,0,0,0
LINK,58889332,-0.09915,-0.09094,10.76,Technology,Electronic Components,2,2,3,0,0,0
LION,1876426496,,,,,,3,2,3,0,0,0
LIPO,6117144,0.0,-1.0159401,2.48,Healthcare,Biotechnology,4,2,2,0,0,0
LITE,3769324032,-0.03607,-0.04694,299.014,Technology,Communication Equipment,2,2,3,0,0,0
LIQT,13890618,-0.50169,-0.17339,70.935,Industrials,Pollution & Treatment Controls,2,2,3,0,0,0
LITM,41154400,0.0,-0.12531,0.122,Basic Materials,Other Industrial Metals & Mining,3,2,1,0,0,0
LIVN,1855570432,0.16570999,0.041890003,51.261,Healthcare,Medical Devices,4,2,3,0,0,0
LIVE,25441660,0.04064,0.00245,343.973,Consumer Cyclical,Home Improvement Retail,3,1,3,0,0,0
LIXT,3032999,0.0,-0.81883,,Healthcare,Biotechnology,4,2,3,0,0,0
LKFN,1363774336,0.0,0.01416,,Financial Services,Banks - Regional,3,2,3,0,0,0
LKQ,10629113856,0.12212,0.05606,93.004,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
LMAT,1835367680,0.28166,0.07269,55.052,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
LMB,881591552,0.10463,0.08071,31.746,Industrials,Building Products & Equipment,2,2,3,0,0,0
LNKB,238093392,0.0,0.00945,,Financial Services,Banks - Regional,3,2,3,0,0,0
LNKS,7136672,-0.01363,-0.028250001,64.723,Industrials,Electrical Equipment & Parts,2,2,3,0,0,0
LNT,15466322944,0.42753,0.02645,151.585,Utilities,Utilities - Regulated Electric,3,2,3,0,0,0
LNTH,6758898688,0.3328,0.15347,57.105,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
LNZA,43512040,-1.63374,-0.27174,665.535,Industrials,Waste Management,2,2,3,0,0,0
LOBO,4143263,0.0277,0.008590001,36.557,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
LOCO,286754432,0.12092,0.04378,100.902,Consumer Cyclical,Restaurants,3,2,3,0,0,0
LOGI,10499204096,0.16836001,0.116409995,4.512,Technology,Computer Hardware,2,2,3,0,0,0
LOOP,46286932,0.0,-0.8003,,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
LOPE,4892120576,0.30382,0.17785999,13.844,Consumer Defensive,Education & Training Services,3,2,3,0,0,0
LOT,793560704,-0.72910005,,,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
LOGC,176827392,-1.8139501,-0.17055,,Consumer Cyclical,Internet Retail,3,1,3,0,0,0
LOVE,285354304,0.03018,0.008590001,93.066,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
LPCN,16800130,-0.09947,-0.031719998,2.089,Healthcare,Biotechnology,4,2,2,0,0,0
LPRO,104067472,-2.65168,-0.12189999,184.114,Financial Services,Credit Services,3,2,3,0,0,0
LPTH,74154608,-0.13843,-0.105749995,46.727,Technology,Electronic Components,2,2,3,0,0,0
LPSN,64495080,-0.06978,-0.05549,,Technology,Software - Application,2,3,3,0,1,0
LQDA,1056848384,0.0,-0.43488,158.382,Healthcare,Biotechnology,4,2,3,0,0,0
LRE,17598050,0.05284,0.03408,273.658,Real Estate,Real Estate - Development,3,2,3,0,0,0
LRHC,6350916,0.0,-0.6944,37.759,Real Estate,Real Estate Services,3,2,3,0,0,0
LSAK,351313216,0.05641,0.00617,103.923,Technology,Software - Infrastructure,2,3,3,0,1,0
LSB,31101704,-0.55091,-0.13846,72.532,Healthcare,Biotechnology,4,2,3,0,0,0
LQDT,928385472,0.087139994,0.062080003,7.165,Consumer Cyclical,Internet Retail,3,1,3,0,0,0
LSBK,78299464,0.0,0.00699,,Financial Services,Banks - Regional,3,2,3,0,0,0
LSCC,5804558336,0.19516,0.04502,2.567,Technology,Semiconductors,2,2,2,0,0,0
LSE,88019248,0.116610005,0.06988,4.571,Energy,Oil & Gas Equipment & Services,4,2,3,0,0,0
LSEA,207446016,0.041149996,0.022230001,110.906,Real Estate,Real Estate - Development,3,2,3,0,0,0
LSTA,16821380,0.0,-0.31229,0.467,Healthcare,Biotechnology,4,2,1,0,0,0
LSH,7275000,-0.20135,-0.27211002,331.481,Industrials,Integrated Freight & Logistics,2,2,3,0,0,0
LTRN,32785488,0.0,-0.4012,1.15,Healthcare,Biotechnology,4,2,1,0,0,0
LTRY,10209568,-2.75902,-0.20854001,23.17,Consumer Cyclical,Gambling,3,2,3,0,0,0
LUCD,113442248,0.0,-0.99276,206.153,Healthcare,Medical Devices,4,2,3,0,0,0
LUCY,12140518,0.0,-0.61684,,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
LUNG,209689472,-0.65037,-0.20545,65.81,Healthcare,Medical Devices,4,2,3,0,0,0
LVO,65707980,0.00736,-0.04585,470.0,Communication Services,Entertainment,3,2,3,0,0,0
LWLG,118449520,0.0,-0.36504,8.278,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
LVRO,346698912,0.011670001,0.00247,178.015,Basic Materials,Agricultural Inputs,3,2,3,0,0,0
LXEH,22470064,-2.03101,-0.10943,38.269,Consumer Defensive,Education & Training Services,3,2,3,0,0,0
LWAY,355602848,0.09227,0.10055,0.163,Consumer Defensive,Packaged Foods,3,2,1,0,0,0
LXEO,72037496,0.0,-0.46106,8.494,Healthcare,Biotechnology,4,2,3,0,0,0
LYEL,122490512,0.0,-0.22054,15.403,Healthcare,Biotechnology,4,2,3,0,0,0
LYFT,4568838656,0.00472,-0.01387,164.003,Technology,Software - Application,2,3,3,0,1,0
LYTS,477844768,0.08992,0.0708,25.468,Technology,Electronic Components,2,2,3,0,0,0
LYRA,5593263,0.0,-0.36333,296.533,Healthcare,Biotechnology,4,2,3,0,0,0
LZ,1288978816,0.07187,0.0634,8.452,Industrials,Specialty Business Services,2,2,3,0,0,0
MAMA,247381680,0.06689,0.067940004,48.065,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
LZMH,1297890048,0.00973,-0.00526,64.287,Technology,Information Technology Services,2,2,3,0,0,0
MAMO,107190480,0.06525,0.089779995,65.621,Consumer Cyclical,Recreational Vehicles,3,2,3,0,0,0
MANH,9571049472,0.25701,0.22851999,9.239,Technology,Software - Application,2,3,3,0,1,0
MAPS,179168624,0.15189,0.05284,25.064,Technology,Software - Application,2,3,3,0,1,0
MARA,4059891456,1.1774299,0.04922,54.973,Financial Services,Capital Markets,3,2,3,0,0,0
MASS,133900696,-0.73591006,-0.16749,5.766,Healthcare,Medical Devices,4,2,3,0,0,0
MASI,8185792512,0.05114,0.0061299996,80.435,Healthcare,Medical Devices,4,2,3,0,0,0
MASK,35550000,0.39813998,0.38537997,14.698,Technology,Software - Application,2,3,3,0,1,0
MAT,4769424896,0.16760999,0.07066,118.69,Consumer Cyclical,Leisure,3,2,3,0,0,0
MAXN,54810440,-0.41785,-0.24205999,,Technology,Solar,2,2,3,0,0,0
MAZE,332850368,0.36348,0.23068,13.523,Healthcare,Biotechnology,4,2,3,0,0,0
MBAV,367640608,0.0,,,Financial Services,Shell Companies,3,2,3,0,0,0
MAYS,76599640,0.06293,-0.00259,53.056,Real Estate,Real Estate Services,3,2,3,0,0,0
MBCN,189180656,0.0,0.00844,,Financial Services,Banks - Regional,3,2,3,0,0,0
MBIN,1486567168,0.0,0.01792,,Financial Services,Banks - Regional,3,2,3,0,0,0
MBIO,3692397,0.0,-0.58008,,Healthcare,Biotechnology,4,2,3,0,0,0
MBLY,10714783744,-0.23906,-0.02333,0.414,Consumer Cyclical,Auto Parts,3,2,1,0,0,0
MBOT,62192652,0.0,-1.0120701,3.144,Healthcare,Medical Instruments & Supplies,4,2,2,0,0,0
MBWM,630420608,0.0,0.01396,,Financial Services,Banks - Regional,3,2,3,0,0,0
MCBS,644977088,0.0,0.01818,,Financial Services,Banks - Regional,3,2,3,0,0,0
MCHP,20872757248,0.29896,0.025209999,112.476,Technology,Semiconductors,2,2,3,0,0,0
MCFT,264689504,0.03364,-0.00206,,Consumer Cyclical,Recreational Vehicles,3,2,3,0,0,0
MCRB,101232848,0.0,-0.30426002,664.829,Healthcare,Biotechnology,4,2,3,0,0,0
MCVT,8620101,0.0,0.04186,,Financial Services,Credit Services,3,2,3,0,0,0
MCRI,1367982336,0.32988998,0.1103,2.716,Consumer Cyclical,Resorts & Casinos,3,2,2,0,0,0
MDB,13079337984,-0.09985,-0.04287,2.66,Technology,Software - Infrastructure,2,3,2,0,1,0
MDAI,30633812,-0.22217,-0.36106,,Healthcare,Medical Devices,4,2,3,0,0,0
MDGL,6786349568,-2.75785,-0.36983,15.85,Healthcare,Biotechnology,4,2,3,0,0,0
MDIA,46817856,-0.30778,-0.07003,144.229,Communication Services,Broadcasting,3,2,3,0,0,0
MDLZ,85479735296,0.21250999,0.05756,68.788,Consumer Defensive,Confectioners,3,2,3,0,0,0
MDWD,169339600,-0.91885,-0.17327,22.248,Healthcare,Biotechnology,4,2,3,0,0,0
MDXG,1010930752,0.18732001,0.14739999,12.864,Healthcare,Biotechnology,4,2,3,0,0,0
MEDP,8534383616,0.22575001,0.14864999,18.112,Healthcare,Diagnostics & Research,4,2,3,0,0,0
MEGL,4999163,0.0,-0.00418,0.562,Financial Services,Capital Markets,3,2,1,0,0,0
MEIP,12526177,0.0,-0.30675,,Healthcare,Biotechnology,4,2,3,0,0,0
MELI,98048262144,0.15633,0.07683,158.102,Consumer Cyclical,Internet Retail,3,1,3,0,0,0
MDXH,72761032,-0.21052,-0.107880004,404.717,Healthcare,Diagnostics & Research,4,2,3,0,0,0
MERC,351740416,0.12006,0.01891,346.942,Basic Materials,Paper & Paper Products,3,2,3,0,0,0
MEOH,1771145856,0.17778,0.041050002,135.774,Basic Materials,Chemicals,3,2,3,0,0,0
MESA,42965728,0.06665,-0.011109999,273.668,Industrials,Airlines,2,2,3,0,0,0
MESO,1320779136,0.0,-0.048520003,27.34,Healthcare,Biotechnology,4,2,3,0,0,0
META,1384112979968,0.50891,0.16863,27.25,Communication Services,Internet Content & Information,3,2,3,0,0,0
METC,408013216,0.11979,0.011879999,29.759,Basic Materials,Coking Coal,3,2,3,0,0,0
MFH,334903680,0.0,-0.17308001,69.739,Technology,Information Technology Services,2,2,3,0,0,0
MFI,7310963,-0.07026,-0.02648,20.938,Technology,Software - Application,2,3,3,0,1,0
MFIC,1033459008,0.0,0.05474,124.702,Financial Services,Asset Management,3,2,3,0,0,0
MFIN,188539312,0.52988,0.0353,541.886,Financial Services,Credit Services,3,2,3,0,0,0
MGEE,3206799616,0.38507998,0.035439998,64.756,Utilities,Utilities - Regulated Electric,3,2,3,0,0,0
MGIC,629944000,0.14852001,0.07203,28.615,Technology,Information Technology Services,2,2,3,0,0,0
MGIH,16200001,-0.1435,-0.08434,20.158,Consumer Cyclical,Packaging & Containers,3,2,3,0,0,0
MGNI,1392342784,0.14607,0.011519999,79.25,Communication Services,Advertising Agencies,3,2,3,0,0,0
MGRM,88223504,0.0,-0.55715,2.51,Healthcare,Medical Devices,4,2,2,0,0,0
MGPI,595993792,0.26509002,0.0735,40.795,Consumer Defensive,Beverages - Wineries & Distilleries,3,2,3,0,0,0
MGRC,2523617792,0.27902,0.065349996,53.662,Industrials,Rental & Leasing Services,2,2,3,0,0,0
MHLD,90307800,0.0,-0.08349,567.933,Financial Services,Insurance - Reinsurance,3,2,3,0,0,0
MHUA,10209440,0.12663001,0.041950002,7.867,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
MIGI,7597156,-0.20419,-0.25631002,,Financial Services,Capital Markets,3,2,3,0,0,0
MIDD,7059303424,0.21666999,0.06339,69.289,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
MIMI,96422376,,,,,,3,2,3,0,0,0
MIND,39129852,0.15547,0.12047,6.054,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
MIRA,13970775,0.0,-1.2759,,Healthcare,Drug Manufacturers - General,4,2,3,0,0,0
MIRM,1917435392,-0.18991,-0.083129995,140.827,Healthcare,Biotechnology,4,2,3,0,0,0
MITK,342494816,0.14137,0.01334,75.236,Technology,Software - Application,2,3,3,0,1,0
MIST,40015500,0.0,-0.34916002,416.802,Healthcare,Biotechnology,4,2,3,0,0,0
MKSI,4332808192,0.24149,0.03657,205.857,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
MLAB,596936384,0.18466,0.02182,136.336,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
MLGO,158667888,-0.17792,-0.106000006,29.879,Technology,Software - Infrastructure,2,3,3,0,1,0
MLEC,24910304,-1.44882,-0.20155,387.898,Healthcare,Biotechnology,4,2,3,0,0,0
MLCO,2055227776,0.22196,0.03737,,Consumer Cyclical,Resorts & Casinos,3,2,3,0,0,0
MLKN,1121206144,0.06745,0.014780001,135.75,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
MLYS,765514880,0.0,-0.52564996,,Healthcare,Biotechnology,4,2,3,0,0,0
MMYT,10319508480,0.12039,0.03603,19.519,Consumer Cyclical,Travel Services,3,2,3,0,0,0
MMSI,5407002624,0.19309999,0.04196,57.611,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
MNDO,34419048,0.21277,0.08778,3.396,Technology,Software - Application,2,3,2,0,1,0
MNKD,1409891840,0.26637,0.09879,,Healthcare,Biotechnology,4,2,3,0,0,0
MNDY,12370914304,-0.01344,-0.008880001,10.292,Technology,Software - Application,2,3,3,0,1,0
MNMD,387393568,0.0,-0.30442,9.051,Healthcare,Biotechnology,4,2,3,0,0,0
MNOV,62288672,0.0,-0.12972,0.772,Healthcare,Biotechnology,4,2,1,0,0,0
MNRO,448043040,0.102060005,0.01962,82.983,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
MNSB,120481240,0.0,-0.00468,,Financial Services,Banks - Regional,3,2,3,0,0,0
MNST,56219394048,0.28531998,0.14774999,7.295,Consumer Defensive,Beverages - Non-Alcoholic,3,2,3,0,0,0
MNTK,303874400,0.23746,0.031770002,24.441,Utilities,Utilities - Diversified,3,2,3,0,0,0
MNTS,9842412,0.0,-1.2125,,Industrials,Aerospace & Defense,2,2,3,0,0,0
MNY,27073400,-1.2152101,-0.90998,0.425,Communication Services,Internet Content & Information,3,2,1,0,0,0
MOB,11836851,-1.26362,-0.23252001,5.643,Technology,Communication Equipment,2,2,3,0,0,0
MODD,45629192,0.0,-1.25279,8.907,Healthcare,Medical Devices,4,2,3,0,0,0
MOFG,538918464,0.0,-0.00952,,Financial Services,Banks - Regional,3,2,3,0,0,0
MODV,18211800,0.041929998,0.00457,,Healthcare,Medical Care Facilities,4,2,3,0,0,0
MOMO,907434304,0.15067,0.055359997,40.071,Communication Services,Internet Content & Information,3,2,3,0,0,0
MORN,11578678272,0.22694,0.07566,55.851,Financial Services,Financial Data & Stock Exchanges,3,2,3,0,0,0
MPAA,174490768,0.0923,0.03787,90.599,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
MOGO,19011550,0.0,-0.06885,105.421,Technology,Software - Infrastructure,2,3,3,0,1,0
MOVE,5240473,0.0,-1.24484,6.429,Healthcare,Medical Devices,4,2,3,0,0,0
MPB,471318592,0.0,0.009190001,,Financial Services,Banks - Regional,3,2,3,0,0,0
MQ,1936596352,-0.01382,-0.01002,0.507,Technology,Software - Infrastructure,2,3,1,0,1,0
MRAM,106941032,-0.108330004,-0.061090004,13.093,Technology,Semiconductors,2,2,3,0,0,0
MRBK,148401696,0.0,0.0070599997,,Financial Services,Banks - Regional,3,2,3,0,0,0
MRCY,2670733824,0.028970001,-0.015420001,18.294,Industrials,Aerospace & Defense,2,2,3,0,0,0
MREO,290970016,0.0,-0.39992002,10.545,Healthcare,Biotechnology,4,2,3,0,0,0
MRIN,1972200,-0.55129004,-0.30712,10.667,Technology,Software - Application,2,3,3,0,1,0
MRNA,9472264192,-1.16069,-0.15141,6.853,Healthcare,Biotechnology,4,2,3,0,0,0
MRM,9877438,-0.042129997,-0.068280004,,Consumer Cyclical,Personal Services,3,2,3,0,0,0
MRNO,752807488,-0.51558995,-0.01846,182.645,Real Estate,Real Estate - Development,3,2,3,0,0,0
MRTN,1085921664,0.15232,0.01802,0.075,Industrials,Trucking,2,2,1,0,0,0
MRVI,452718080,-0.093760006,-0.0364,65.261,Healthcare,Biotechnology,4,2,3,0,0,0
MRUS,2668274944,0.0,-0.27466,1.53,Healthcare,Biotechnology,4,2,1,0,0,0
MRSN,32578546,-1.7707001,-0.24726999,,Healthcare,Biotechnology,4,2,3,0,0,0
MRVL,45788803072,0.2338,-0.00026,32.346,Technology,Semiconductors,2,2,3,0,0,0
MSAI,28524802,-2.35328,-0.72837996,2.523,Technology,Software - Infrastructure,2,3,2,0,1,0
MSBI,337463648,0.0,-0.00174,,Financial Services,Banks - Regional,3,2,3,0,0,0
MSGM,2626437,-0.53949,-0.45220003,3.867,Communication Services,Electronic Gaming & Multimedia,3,2,2,0,1,0
MSFT,2834948161536,0.54255,0.14649001,33.998,Technology,Software - Infrastructure,2,3,3,0,1,0
MSS,20281214,0.01748,0.00972,450.438,Consumer Defensive,Grocery Stores,3,2,3,0,0,0
MTEK,14577980,-0.20587999,-0.0797,17.886,Technology,Electronic Components,2,2,3,0,0,0
MTC,25161714,0.0,-0.01989,32.96,Technology,Software - Application,2,3,3,0,1,0
MTCH,7032046080,0.28309,0.11895,,Communication Services,Internet Content & Information,3,2,3,0,0,0
MTEN,30778200,0.13623999,0.040710002,15.163,Industrials,Metal Fabrication,2,2,3,0,0,0
MTLS,252807632,0.1171,0.01487,16.614,Technology,Software - Application,2,3,3,0,1,0
MULN,132249,0.0,-0.59696996,,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
MTSI,7379711488,0.18941,0.028900001,46.915,Technology,Semiconductors,2,2,3,0,0,0
MTVA,11857172,0.0,-0.9224,1.715,Healthcare,Biotechnology,4,2,1,0,0,0
MVBF,209147344,0.0,0.0062800003,,Financial Services,Banks - Regional,3,2,3,0,0,0
MURA,17145604,0.0,-0.36683,5.71,Healthcare,Biotechnology,4,2,3,0,0,0
MVST,537046464,0.013839999,-0.01561,84.788,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
MXL,871511680,-0.31786,-0.10845,28.93,Technology,Semiconductors,2,2,3,0,0,0
MXCT,248105504,-1.2137101,-0.12604,8.744,Healthcare,Medical Devices,4,2,3,0,0,0
MVIS,294006016,0.0,-0.37478,105.883,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
MWYN,74307480,0.062750004,,244.238,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
MYNZ,7153552,0.0,-0.80367,37.048,Healthcare,Diagnostics & Research,4,2,3,0,0,0
MYGN,725907328,-0.032,-0.0506,20.011,Healthcare,Diagnostics & Research,4,2,3,0,0,0
MYPS,156867504,0.13227999,-0.0129700005,4.113,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
MYRG,1805736704,0.03343,0.01872,19.987,Industrials,Engineering & Construction,2,2,3,0,0,0
MYSZ,2305380,-0.36321,-0.21739,3.995,Technology,Software - Application,2,3,2,0,1,0
NAII,18623614,-0.03714,-0.03645,20.58,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
NAMI,172911248,0.23209,,4.204,Communication Services,Internet Content & Information,3,2,3,0,0,0
,340741120,0.0,0.022939999,63.132,Financial Services,Asset Management,3,2,3,0,0,0
NAGE,440844768,0.08575,0.07836,5.751,Healthcare,Biotechnology,4,2,3,0,0,0
NAAS,6767698,-2.2586,-0.28269,,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
NATH,373985664,0.25891,0.50381,,Consumer Cyclical,Restaurants,3,2,3,0,0,0
NAOV,4897465,-0.77575,-0.26509002,6.731,Healthcare,Medical Devices,4,2,3,0,0,0
NAUT,93286448,0.0,-0.18574,14.602,Healthcare,Biotechnology,4,2,3,0,0,0
NAMS,1636288128,0.0,-0.18186001,0.059,Healthcare,Biotechnology,4,2,1,0,0,0
NAVI,1167991936,0.0,0.00232,1838.773,Financial Services,Credit Services,3,2,3,0,0,0
NB,90222136,0.0,-0.40495998,16.364,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
NBIS,4960264192,-1.1034,-0.05153,1.154,Communication Services,Internet Content & Information,3,2,1,0,0,0
NBBK,665715776,0.0,0.0087,,Financial Services,Banks - Regional,3,2,3,0,0,0
NAYA,1145618,0.0,,,Healthcare,Biotechnology,4,2,3,0,0,0
NBN,699811648,0.0,0.01944,,Financial Services,Banks - Regional,3,2,3,0,0,0
NCMI,540691648,0.08846,-0.020569999,5.885,Communication Services,Advertising Agencies,3,2,3,0,0,0
NCI,10546080,0.0637,0.06283,151.637,Consumer Cyclical,Apparel Manufacturing,3,1,3,0,0,0
NCNA,4415523,0.0,-0.67477,3.191,Healthcare,Biotechnology,4,2,2,0,0,0
NCNO,2724930048,0.057010002,-0.00234,21.577,Technology,Software - Application,2,3,3,0,1,0
NBTB,1827366272,0.0,0.01038,,Financial Services,Banks - Regional,3,2,3,0,0,0
NCTY,100296240,0.097229995,-0.08262,37.315,Financial Services,Capital Markets,3,2,3,0,0,0
NCRA,12783504,-0.06375,-0.12771,0.727,Consumer Defensive,Packaged Foods,3,2,1,0,0,0
NCSM,65427140,0.059310004,0.01773,12.605,Energy,Oil & Gas Equipment & Services,4,2,3,0,0,0
NDAQ,40432697344,0.35365,0.03996,88.598,Financial Services,Financial Data & Stock Exchanges,3,2,3,0,0,0
